CHURCHES_,CHURCHES_ID,PIN,OWNER_NAME,PROP_ADDR,BILL_ADDR,CITY_STATE,ZIP,EXEMPTCODE,ZONING,DENOMINATION,DENOM
32,10283,0352010000,FIRST FREE WILL BAPTIST CHURCH,1841 BROAD ST,1848 WALKER ST,"AUGUSTA, GA",30904,E2,01,BAPTIST,BAPTIST
33,10310,0310031000,TR OF AUG DIST N GA CON UNITED METH CH NATIONAL HILLS PK CTR,753 TRIPPS CT,2623 WASHINGTON RD 103-C,AUGUSTA GA,30904,E2,02,METHODIST,METHODIST
34,10462,0341178000,CUMMING GROVE BAPTIST CHURCH,2409 FITTEN ST,2289 GARDNER ST,AUGUSTA GA,30904,,01,BAPTIST,BAPTIST
35,10654,0352216000,ST JOHNS BAPTIST CHURCH,1948 ELLIS ST,1948 ELLIS ST,AUGUSTA GA,30904,E2,01,BAPTIST,BAPTIST
36,10935,0341048000,GREATER MT CANNAAN BAPTIST,554 SECOND ST,2573 WHEELER RD,AUGUSTA GA,30904,E2,01,BAPTIST,BAPTIST
37,10966,0341024000,GREATER MOUNT CANAAN MISSIONARY BAPTIST CHURCH ETC,2575 WHEELER RD,2573 WHEELER RD,"AUGUSTA, GA",30904,E2,01,BAPTIST,BAPTIST
38,11036,0341045000,MT CANAAN BAPTIST CHURCH,2571 WHEELER RD,2571 WHEELER RD,"AUGUSTA, GA",30904,E2,01,BAPTIST,BAPTIST
39,11107,0322106000,PRESBYTERIAN CHURCH,3131 WALTON WAY EXT,3131 WALTON WAY EXT,"AUGUSTA, GA",30909,E2,02,PRESBYTERIAN,PRESBYTERIAN
40,11109,0322109000,COVENANT PRESBYTERIAN CHURCH IN AUGUSTA INC,3136 WESTMINSTER DR,3131 WALTON WAY,"AUGUSTA, GA",30909,,02,PRESBYTERIAN,PRESBYTERIAN
41,11347,0352246000,SAINT LUKE UNITED METHODIST CHURCH,1818 ELLIS ST,309 CRAWFORD AVE,AUGUSTA GA,30904,,01,METHODIST,METHODIST
42,11384,0352262000,ST LUKE METHODIST CHURCH,311 CRAWFORD AVE,311 CRAWFORD AVE,AUGUSTA GA,30904,E2,01,METHODIST,METHODIST
43,11420,0352245000,ST LUKE METHODIST CHURCH,BARNES LN,311 CRAWFORD AVE,AUGUSTA GA,30904,,01,METHODIST,METHODIST
44,11435,0352264000,ST LUKE METHODIST CHURCH,309 CRAWFORD AVE,311 CRAWFORD AVE,AUGUSTA GA,30904,E2,01,METHODIST,METHODIST
45,11488,0352137000,HOSANNAH BAPTIST CHURCH,1729 ELLIS ST,1729 ELLIS ST,"AUGUSTA, GA",30904,E2,01,BAPTIST,BAPTIST
46,11538,0352154000,HOSANNAH BAPTIST CHURCH,218 FRANK ST,1729 ELLIS ST,"AUGUSTA, GA",30904,E2,01,BAPTIST,BAPTIST
47,11706,0352280000,HOSANNAH BAPTIST CHURCH,1729 ST LUKE ST,1729 ELLIS ST,"AUGUSTA, GA",30904,,01,BAPTIST,BAPTIST
48,11828,0342094000,ELIM BAPTIST CHURCH TRUSTEES,2360 GARDNER ST,2359 MT AUBURN ST,AUGUSTA GA,30904,E2,01,BAPTIST,BAPTIST
49,11838,0342095000,ELIM BAPTIST CHURCH TRUSTEES,2356 GARDNER ST,2359 MT AUBURN ST,AUGUSTA GA,30904,E2,01,BAPTIST,BAPTIST
50,11941,0310004010,CURTIS BAPTIST FOUNDATION,MARKS CHURCH RD,1326 BROAD ST,"AUGUSTA, GA",30901,E2,02,BAPTIST,BAPTIST
101,17327,0441014000,TRINITY ON THE HILL UNITED METHODIST CHURCH BY TRS,2502 HELEN ST,1330 MONTE SANO AVE,"AUGUSTA, GA",30904,,01,METHODIST,METHODIST
102,18056,0471208030,SOUTHERN BAPTIST BIRTHPLACE FOUNDATION INC,802 GREENE ST,3021 LANSDALE DR,AUGUSTA GA,30906,E2,01,BAPTIST,BAPTIST
53,12063,0342037000,CUMMING GROVE BAPTIST CHURCH,2257 GARDNER ST,2289 GARDNER ST,AUGUSTA GA,30904,E2,01,BAPTIST,BAPTIST
54,12167,0352492000,UNITY MISSIONARY BAPTIST CHURCH OF CHRIST,1829 TELFAIR ST,1829 TELFAIR ST,AUGUSTA GA,30904,E2,01,BAPTIST,BAPTIST
55,12201,0342129000,ELIM BAPTIST CHURCH TRUSTEES,2355 MT AUBURN ST,2359 MT AUBURN ST,AUGUSTA GA,30904,E2,01,BAPTIST,BAPTIST
56,12205,0352397000,HOSANNAH BAPTIST CHURCH,1702 ST LUKE ST,1729 ELLIS ST,"AUGUSTA, GA",30904,,01,BAPTIST,BAPTIST
57,12210,0352483000,UNITY MISSIONARY BAPTIST CHURCH OF CHRIST,1821 TELFAIR ST,1829 TELFAIR ST,AUGUSTA GA,30904,,01,BAPTIST,BAPTIST
58,12218,0342127000,ELIM BAPTIST CHURCH TRUSTEES,2351 MT AUBURN ST,2359 MT AUBURN ST,AUGUSTA GA,30904,,01,BAPTIST,BAPTIST
59,12232,0352484000,UNITY MISSIONARY BAPTIST CHURCH OF CHRIST,1819 TELFAIR ST,1829 TELFAIR ST,AUGUSTA GA,30904,E2,01,BAPTIST,BAPTIST
60,12257,0352491000,UNITY MISSIONARY BAPTIST CHURCH OF CHRIST,1814 HICKS ST,1829 TELFAIR ST,AUGUSTA GA,30904,,01,BAPTIST,BAPTIST
61,12262,0352408000,HOSANNAH BAPTIST CHURCH,1652 ST LUKE ST,1729 ELLIS ST,"AUGUSTA, GA",30904,,01,BAPTIST,BAPTIST
62,12572,0352504000,CRAWFORD AVE BAPTIST CHURCH I,523 CRAWFORD AVE,507 CRAWFORD AVE,AUGUSTA GA,30904,E2,01,BAPTIST,BAPTIST
63,12728,0352521000,CRAWFORD AVE BAPTIST CHURCH I,502 CRAWFORD AVE,507 CRAWFORD AVE,AUGUSTA GA,30904,E2,01,BAPTIST,BAPTIST
64,12977,0362030000,JERUSALEM BAPTIST CHURCH,1415 JONES ST,1415 JONES ST,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
65,13154,0352527000,CRAWFORD AVE BAPTIST CHURCH I,522 CRAWFORD AVE,507 CRAWFORD AVE,AUGUSTA GA,30904,E2,01,BAPTIST,BAPTIST
66,13258,0354025000,CRAWFORD AVE BAPTIST CHURCH I,1745 WALKER ST,507 CRAWFORD AVE,AUGUSTA GA,30904,,01,BAPTIST,BAPTIST
67,13400,0310004060,AUG ASSOC OF BAPTIST CHURCHES,MARKS CHURCH RD,1120 MARKS CHURCH RD,AUGUSTA GA,30909,E2,02,BAPTIST,BAPTIST
68,13566,0324072000,PINEY GROVE BAPTIST CHURCH,3135 CHURCH RD,3135 CHURCH RD,"AUGUSTA, GA",30909,E2,02,BAPTIST,BAPTIST
69,13572,0310004030,AUG ASSOC OF BAPTIST CHURCHES,MARKS CHURCH RD,1120 MARKS CHURCH RD,AUGUSTA GA,30909,E2,02,BAPTIST,BAPTIST
70,13905,0324071000,PINEY GROVE BAPTIST CHURCH,3133 CHURCH RD,2802 HAZEL ST,AUGUSTA GA,30909,E2,01,BAPTIST,BAPTIST
71,14229,0323016000,TRINITY ON THE HILL UNITED METHODIST CHURCH,3215 LAKE FOREST DR,3215 LAKE FOREST DR,AUGUSTA GA,30909,E2,02,METHODIST,METHODIST
72,14340,0364080000,SPRINGFIELD BAPTIST CHURCH,114 TWELFTH ST,114 TWELFTH ST,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
73,14441,0364188000,CURTIS BAPTIST CHURCH,1332 BROAD ST,1332 BROAD ST,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
74,14536,0364091000,SPRINGFIELD BAPTIST CHURCH,1118 REYNOLDS ST,114 TWELFTH ST,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
75,14586,0290036000,GA BAPTIST CHILDRENS HOME INC,3807 MADDOX RD,2930 FLOWERS RD S,ATLANTA GA,30341,E2,02,BAPTIST,BAPTIST
76,14679,0344080000,REID MEMORIAL PRESBYTERIAN CH,2251 WALTON WAY,2251 WALTON WAY,"AUGUSTA, GA",30904,E2,01,PRESBYTERIAN,PRESBYTERIAN
